,price,year,transmission,mileage,fuelType,tax,mpg,engineSize,model
10163,11699,2,1,16175,1,145,65.7,1,1
10166,9445,2,0,63803,1,145,48.7,1,1
10171,8991,3,1,16081,1,145,54.3,1.2,1
10173,8295,6,1,50496,1,145,47.9,1.6,1
10176,13991,2,1,13456,1,145,62.8,1,1
10181,11180,2,1,17373,1,145,56.5,1,1
10182,9690,3,1,52204,1,145,65.7,1,1
10187,10000,3,1,15438,1,145,65.7,1,1
10191,10499,3,1,18077,1,145,62.8,1,1
10194,12995,2,1,14806,1,150,62.8,1,1
10195,10795,2,1,19901,1,150,65.7,1,1
10198,10495,3,1,18085,1,150,65.7,1,1
10200,10999,2,1,8968,1,145,55.4,1.1,1
10202,13889,1,1,8653,1,145,58.9,1,1
10207,9491,3,1,19447,1,145,65.7,1,1
10208,6491,6,1,36677,1,30,54.3,1.2,1
10210,11995,2,1,17729,1,150,65.7,1,1
10211,9795,3,1,27806,1,150,65.7,1,1
10213,11885,2,1,11542,1,145,56.5,1,1
10221,10150,2,1,7316,1,145,65.7,1,1
10231,10795,2,1,10266,1,145,55.4,1.1,1
10233,12995,2,1,14806,1,150,62.8,1,1
10246,14888,1,1,6000,1,145,58.9,1,1
10248,13333,1,1,11906,1,145,58.9,1,1
10266,10491,2,1,14128,1,145,55.4,1.1,1
10267,10795,2,1,13597,1,145,55.4,1.1,1
10268,10795,2,1,10266,1,145,55.4,1.1,1
10269,14295,3,1,15699,1,145,47.9,1.6,1
10271,10679,2,1,9820,1,150,58.9,1,1
10278,13991,2,1,13456,1,145,62.8,1,1
10280,14295,3,1,15699,1,145,47.9,1.6,1
10281,8295,6,1,50496,1,145,47.9,1.6,1
10295,8150,3,1,15987,1,145,54.3,1.2,1
10301,9350,3,1,38720,1,20,62.8,1,1
10308,11350,3,1,3833,1,150,65.7,1,1
10322,10100,3,1,15233,1,145,65.7,1,1
10325,9360,3,1,28789,1,20,62.8,1,1
10327,10700,2,1,14126,1,145,65.7,1,1
10331,12430,1,1,6555,1,145,58.9,1,1
10346,13140,1,1,2818,1,145,48.7,1.1,1
10354,13120,1,1,5166,1,145,58.9,1,1
10357,15491,0,1,251,1,145,51.4,1,1
10361,10699,2,1,30704,1,145,65.7,1,1
10362,10699,2,1,28654,1,145,65.7,1,1
10364,10699,2,1,32895,1,150,65.7,1,1
10368,10495,2,1,17125,1,145,65.7,1,1
10370,13500,2,1,3871,1,145,58.9,1,1
10371,11470,3,1,15600,1,145,65.7,1,1
10372,11931,2,1,11696,1,145,62.8,1,1
10373,12790,1,1,10148,1,145,58.9,1,1
10380,6340,7,1,21797,1,30,54.3,1.2,1
10383,10300,2,1,17150,1,145,65.7,1,1
10384,17300,0,1,6000,1,145,55.4,1,1
10385,10300,2,1,21452,1,145,65.7,1,1
10393,13140,1,1,4344,1,145,48.7,1.1,1
10395,13790,2,0,9822,1,145,54.3,1,1
10396,10690,4,0,13552,1,30,57.7,1,1
10397,14550,1,1,10071,1,145,60.1,1,1
10398,14080,1,1,11317,1,145,60.1,1,1
10399,14930,1,1,10586,1,145,55.4,1,1
10413,11290,2,1,11000,1,150,60.1,1,1
10414,15490,1,1,10100,1,150,55.4,1,1
10415,10000,2,1,56100,1,150,62.8,1,1
10416,10990,2,1,21000,1,150,65.7,1,1
10417,12975,1,1,5500,1,150,58.9,1,1
10418,9290,2,1,5755,1,150,64.2,1.1,1
10434,10450,2,1,17038,1,145,65.7,1,1
10435,12590,2,1,16313,1,145,58.9,1,1
10446,10490,3,1,9000,1,145,65.7,1,1
10448,9280,3,1,28000,1,145,62.8,1,1
10450,11490,2,1,13000,1,145,60.1,1,1
10459,9891,2,1,31639,1,145,65.7,1,1
10460,10290,2,1,29196,1,145,56.5,1,1
10462,13210,1,1,11078,1,145,55.4,1,1
10472,12192,3,1,21210,1,145,47.9,1.6,1
10476,8199,3,1,36611,1,125,54.3,1.2,1
10483,11479,2,1,12553,1,145,65.7,1,1
10487,6812,6,1,25104,1,30,54.3,1.2,1
10488,6125,5,1,55363,1,30,54.3,1.2,1
10491,8795,5,0,21140,1,145,47.9,1.6,1
10496,9995,2,1,6500,1,145,64.2,1.1,1
10497,10999,2,1,8968,1,145,55.4,1.1,1
10507,12495,2,1,17900,1,145,56.5,1,1
10513,13890,1,0,5452,1,145,48.7,1,1
10518,10991,3,1,16022,1,145,65.7,1,1
10522,10979,2,1,12760,1,145,65.7,1,1
10523,9479,3,1,32095,1,145,65.7,1,1
10533,9679,2,1,14044,1,150,64.2,1.1,1
10535,9979,2,1,58373,1,145,65.7,1,1
10544,10510,2,1,12070,1,145,65.7,1,1
10545,9320,4,1,21186,1,20,62.8,1,1
10551,10179,2,1,15950,1,145,65.7,1,1
10552,9179,3,1,38807,1,145,65.7,1,1
10553,16479,1,1,11288,0,145,58.9,1.5,1
10556,10979,2,1,16430,1,145,65.7,1,1
10557,11000,2,1,16301,1,145,56.5,1,1
10558,11000,2,1,22845,1,145,56.5,1,1
10559,10590,2,1,33770,1,145,56.5,1,1
10577,9679,4,1,23608,1,20,62.8,1,1
10580,9930,3,1,21387,1,145,65.7,1,1
10581,9150,3,1,32023,1,145,65.7,1,1
10597,11495,2,1,12700,1,150,56.5,1,1
10599,10491,3,1,8679,1,145,65.7,1,1
10604,10500,3,1,10147,1,150,62.8,1,1
10605,13300,2,1,5687,1,150,62.8,1,1
10606,12500,2,1,4583,1,150,65.7,1,1
10607,8000,4,1,18455,1,125,54.3,1.2,1
10608,14000,1,1,10114,1,145,58.9,1,1
10609,9279,3,1,14576,1,145,65.7,1,1
10610,11679,2,1,16906,1,145,65.7,1,1
10613,17479,2,1,15121,1,145,40.3,1.5,1
10614,9750,2,1,9768,1,145,64.2,1.1,1
10616,10679,2,1,21085,1,145,65.7,1,1
10617,9679,2,1,10125,1,145,65.7,1,1
10619,13970,2,1,9141,1,145,62.8,1,1
10621,10490,2,1,14133,1,145,65.7,1,1
10625,11500,2,1,17250,1,150,65.7,1,1
10626,13000,2,1,11887,1,145,58.9,1,1
10627,18000,1,1,4895,1,145,40.3,1.5,1
10628,9800,3,1,6555,1,145,64.2,1.1,1
10630,12000,2,1,10097,1,145,65.7,1,1
10632,10000,3,1,16956,1,150,65.7,1,1
10636,10980,2,1,11083,1,145,65.7,1,1
10638,16500,1,1,4578,1,145,58.9,1,1
10642,14995,1,0,8342,1,145,48.7,1,1
10644,11495,2,1,19709,1,145,65.7,1,1
10646,12979,3,1,12518,1,145,47.9,1.6,1
10650,7495,7,1,8603,1,30,54.3,1.2,1
10651,10495,2,1,10964,1,145,65.7,1,1
10663,9500,2,1,14562,1,145,55.4,1.1,1
10667,12000,2,1,9553,1,145,65.7,1,1
10668,10500,2,1,13427,1,145,65.7,1,1
10670,12000,2,1,7526,1,145,65.7,1,1
10673,13100,2,1,3874,1,145,65.7,1,1
10674,8000,4,1,23944,1,125,54.3,1.2,1
10676,14000,1,1,11213,1,145,58.9,1,1
10677,10500,2,1,10995,1,145,65.7,1,1
10688,8990,3,1,14461,1,125,54.3,1.2,1
10694,10495,2,1,7642,1,145,65.7,1,1
10703,21750,1,1,3417,1,145,40.3,1.5,1
10711,10990,5,1,30000,1,145,47.9,1.6,1
10714,13995,2,1,7000,1,145,58.9,1,1
10719,9500,4,1,18735,1,20,62.8,1,1
10720,9950,3,1,21996,1,150,65.7,1,1
10726,9990,2,1,15018,1,150,64.2,1.1,1
10730,11000,2,1,7724,1,145,65.7,1,1
10733,8200,3,1,10396,1,145,54.3,1.2,1
10734,11990,2,1,6074,1,145,65.7,1,1
10735,14495,2,0,3000,1,145,54.3,1,1
10746,9999,2,1,30472,0,145,85.6,1.5,1
10749,5699,5,1,50577,1,125,54.3,1.2,1
10750,7499,5,1,30136,1,30,54.3,1.2,1
10758,7999,4,1,21875,1,125,54.3,1.2,1
10766,9995,3,1,2146,1,125,54.3,1.2,1
10770,9999,3,1,14303,1,145,64.2,1.1,1
10773,10699,2,1,12219,1,145,65.7,1,1
10775,14995,2,1,9000,1,145,58.9,1,1
10779,11995,2,1,10000,1,145,58.9,1,1
10782,16495,1,1,2000,1,145,58.9,1,1
10793,9499,3,1,14607,1,145,65.7,1,1
10798,10499,3,1,17221,1,20,62.8,1,1
10803,8494,3,1,39078,1,145,65.7,1,1
10804,7980,5,1,18534,1,125,54.3,1.2,1
10813,10999,2,1,35880,1,145,62.8,1,1
10817,11899,2,1,16412,1,145,65.7,1,1
10823,8799,2,1,10911,1,145,64.2,1.1,1
10824,9599,2,1,20203,1,145,65.7,1,1
10830,18299,1,1,2944,1,145,40.3,1.5,1
10832,15299,1,1,5303,1,145,58.9,1,1
10836,10999,2,1,12438,0,145,88.3,1.5,1
10838,10999,3,1,14748,1,145,65.7,1,1
10839,13599,2,1,6792,1,145,65.7,1,1
10844,10499,2,1,30000,1,145,56.5,1,1
10845,11499,2,1,16356,1,145,56.5,1,1
10846,15499,1,1,7852,1,145,60.1,1,1
10850,10799,2,1,31146,1,145,65.7,1,1
10853,11999,2,1,33086,1,145,62.8,1,1
10860,11299,2,1,27567,1,145,65.7,1,1
10866,12699,3,1,12614,1,145,47.9,1.6,1
10872,11399,2,1,7957,1,145,65.7,1,1
10874,10999,2,1,18571,1,145,65.7,1,1
10878,10199,4,1,18606,1,20,62.8,1,1
10885,11499,2,1,27851,1,145,62.8,1,1
10886,11699,2,1,21581,1,145,62.8,1,1
10889,10799,2,1,28297,1,145,62.8,1,1
10909,15599,1,1,8001,1,145,60.1,1,1
10917,15299,1,1,1758,1,145,58.9,1,1
10920,11799,1,1,4126,1,145,58.9,1,1
10921,12799,1,1,2128,1,145,48.7,1.1,1
10923,16199,0,1,264,1,145,58.9,1,1
10925,15399,1,1,8793,1,145,58.9,1,1
10927,14799,1,1,9817,1,145,60.1,1,1
10937,9800,4,1,27128,1,20,62.8,1,1
10940,11200,2,1,14338,1,150,62.8,1,1
10942,14960,1,1,3599,1,145,60.1,1,1
10943,17499,0,1,34,1,145,58.9,1,1
10944,15799,1,1,3042,1,145,58.9,1,1
10946,12799,1,1,6795,1,145,56.5,1,1
10950,12299,1,1,13838,0,145,58.9,1.5,1
10951,13099,3,1,12022,1,145,62.8,1,1
10956,21499,0,1,58,1,145,55.4,1,1
10960,14999,1,1,11576,1,145,58.9,1,1
10968,9799,2,1,9907,1,145,55.4,1.1,1
10970,10899,2,1,10793,1,145,58.9,1,1
10972,11500,2,1,7790,1,145,65.7,1,1
10979,15199,2,1,8207,1,145,58.9,1,1
10981,7999,5,1,39061,1,20,62.8,1,1
10983,11500,3,1,20069,1,145,65.7,1,1
10984,11199,2,1,16035,1,145,65.7,1,1
10985,9799,3,1,21603,1,145,65.7,1,1
10993,12499,2,1,11904,1,145,62.8,1,1
10996,9699,5,1,42214,1,145,47.9,1.6,1
10999,15000,2,1,15026,1,145,55.4,1,1
11002,25999,0,1,12,1,145,40.4,1.5,1
11004,8699,3,1,25398,1,145,64.2,1.1,1
11006,11699,2,1,18337,1,145,65.7,1,1
11007,12799,2,1,15526,1,145,62.8,1,1
11012,12000,1,1,50,1,145,58.9,1,1
11013,13994,2,1,12317,1,145,57.7,1,1
11014,10456,2,1,25000,1,145,65.7,1,1
11025,7499,4,1,22671,1,125,54.3,1.2,1
11027,14999,2,1,5021,1,145,58.9,1,1
11029,8499,3,1,30940,1,125,54.3,1.2,1
11033,5499,7,1,69954,1,30,54.3,1.2,1
11034,9990,3,1,21475,1,150,65.7,1,1
11035,6500,6,1,40119,1,30,54.3,1.2,1
11036,17990,2,1,11028,1,150,40.3,1.5,1
11038,15000,2,1,9760,1,150,62.8,1,1
11040,9991,4,1,38765,1,145,47.9,1.6,1
11041,9995,2,1,32668,1,145,65.7,1,1
11044,14792,2,1,20700,1,145,40.3,1.5,1
11045,11979,2,1,33000,1,145,60.1,1,1
11051,11287,3,1,12000,0,145,88.3,1.5,1
11053,9445,3,1,20000,1,145,65.7,1,1
11060,10499,2,1,34886,1,145,65.7,1,1
11061,10000,2,1,32620,1,145,65.7,1,1
11064,11399,3,1,18001,1,20,62.8,1,1
11067,10800,2,1,6866,1,145,58.9,1,1
11074,13880,1,1,7292,1,145,56.5,1,1
11091,16500,1,1,4446,1,150,60.1,1,1
11094,10997,3,1,12000,1,145,65.7,1,1
11104,10680,3,1,19741,1,145,65.7,1,1
11124,12980,1,1,15274,1,145,60.1,1,1
11128,8990,4,1,14914,1,125,54.3,1.2,1
11136,13950,1,1,14459,1,145,58.9,1,1
11140,9799,2,1,30701,1,145,65.7,1,1
11141,10499,2,1,34683,1,145,65.7,1,1
11142,15899,1,1,4058,1,145,60.1,1,1
11144,15599,1,1,6123,1,145,58.9,1,1
11152,8400,3,1,9796,1,150,54.3,1.2,1
11153,11000,2,1,15591,1,150,65.7,1,1
11154,11500,2,1,9487,1,150,65.7,1,1
11155,12000,2,1,15711,1,150,62.8,1,1
11158,8899,3,1,18207,1,125,54.3,1.2,1
11167,15699,1,1,7331,1,145,60.1,1,1
11169,9995,2,1,27800,1,145,65.7,1,1
11170,9995,2,1,28834,1,145,65.7,1,1
11179,9899,3,1,24270,1,145,65.7,1,1
11182,12000,2,1,14652,1,145,56.5,1,1
11183,11199,2,1,21600,1,145,56.5,1,1
11184,15299,1,1,6164,1,145,58.9,1,1
11186,15399,1,1,7720,1,145,58.9,1,1
11187,15299,1,1,8347,1,145,58.9,1,1
11190,10699,2,1,16901,1,145,65.7,1,1
11191,10599,2,1,15098,1,145,65.7,1,1
11196,12999,1,1,12914,1,145,56.5,1,1
11202,15299,0,1,895,1,145,58.9,1,1
11204,11000,2,1,13924,1,145,65.7,1,1
11222,14500,2,1,7653,1,145,58.9,1,1
11230,15799,1,1,8129,1,145,58.9,1,1
11232,11499,2,1,23975,1,145,56.5,1,1
11237,8899,3,1,12289,1,125,54.3,1.2,1
11250,15500,1,1,4293,1,145,60.1,1,1
11252,12899,1,1,9855,1,145,56.5,1,1
11253,9799,2,1,13691,1,145,55.4,1.1,1
11254,12199,2,1,17288,1,145,56.5,1,1
11255,12299,2,1,15379,1,145,58.9,1,1
11256,12299,2,1,12485,1,145,56.5,1,1
11259,10399,3,1,11270,1,145,65.7,1,1
11263,8799,3,1,15393,1,125,54.3,1.2,1
11277,12399,1,1,10241,1,145,56.5,1,1
11280,13299,1,1,14389,1,145,55.4,1,1
11288,10899,3,1,15445,1,145,65.7,1,1
11293,10599,2,1,8890,1,145,65.7,1,1
11294,12000,2,1,26000,1,145,62.8,1,1
11295,12299,2,1,8800,1,145,65.7,1,1
11296,12299,1,1,4132,1,145,48.7,1.1,1
11297,15899,1,1,3572,1,145,60.1,1,1
11305,9799,3,1,25999,1,145,64.2,1.1,1
11311,9699,2,1,37700,1,145,65.7,1,1
11315,14699,1,1,7556,1,145,60.1,1,1
11316,14899,1,1,8614,1,145,60.1,1,1
11317,15399,1,1,7957,1,145,55.4,1,1
11318,14899,1,1,9063,1,145,58.9,1,1
11319,15000,1,1,10097,1,145,55.4,1,1
11320,12899,1,1,7949,1,145,56.5,1,1
11324,11899,2,1,7657,1,145,58.9,1,1
11326,10799,3,1,11224,1,145,65.7,1,1
11327,15499,1,1,7175,1,145,55.4,1,1
11336,9699,3,1,23424,1,20,62.8,1,1
11341,9999,3,1,13823,1,145,65.7,1,1
11342,10199,4,1,17810,1,20,62.8,1,1
11345,10500,2,1,8631,1,145,65.7,1,1
11360,8495,3,1,15000,1,150,54.3,1.2,1
11363,9499,3,1,12000,1,125,54.3,1.2,1
11364,8699,3,1,21149,1,125,54.3,1.2,1
11369,12399,3,1,24016,1,145,47.9,1.6,1
11371,10500,3,1,12440,1,145,65.7,1,1
11375,10299,3,1,10709,1,145,64.2,1.1,1
11376,9799,3,1,9857,1,125,54.3,1.2,1
11379,9500,2,1,31119,1,145,65.7,1,1
11381,12299,2,1,7956,1,145,65.7,1,1
11382,11500,2,1,3938,1,145,55.4,1.1,1
11391,10499,3,1,12190,1,145,65.7,1,1
11394,16199,2,1,13041,1,145,40.3,1.5,1
11402,8995,4,1,33840,1,20,62.8,1,1
11408,11495,1,1,3296,1,150,55.4,1.1,1
11410,7495,3,1,31020,1,150,54.3,1.2,1
11411,10995,3,1,12792,1,150,65.7,1,1
11419,10490,3,1,20458,1,20,62.8,1,1
11421,7610,5,1,43394,1,20,62.8,1,1
11426,12495,2,1,15500,1,150,58.9,1,1
11432,14999,2,1,7030,1,145,60.1,1,1
11433,12999,1,1,12362,1,145,60.1,1,1
11440,13699,2,1,13000,1,145,55.4,1,1
11441,9499,2,1,33876,1,145,65.7,1,1
11442,12899,2,1,10591,1,145,58.9,1,1
11454,12499,1,1,17115,1,145,58.9,1,1
11455,9999,2,1,35259,1,145,65.7,1,1
11459,9699,2,1,32421,1,145,65.7,1,1
11460,14399,1,1,6051,1,145,58.9,1,1
11461,9999,3,1,28488,1,145,65.7,1,1
11464,15499,1,1,6339,1,145,58.9,1,1
11471,15499,1,1,3370,1,145,60.1,1,1
11485,16499,1,1,9751,1,145,55.4,1,1
11487,10999,2,1,20498,1,145,56.5,1,1
11490,13799,2,1,13000,1,145,55.4,1,1
11492,15500,1,1,4918,1,145,58.9,1,1
11493,14500,1,1,11498,1,145,58.9,1,1
11501,10199,2,1,34981,1,145,65.7,1,1
11502,13499,1,1,9855,1,145,56.5,1,1
11503,10899,2,1,14763,1,145,58.9,1,1
11509,10199,3,1,14251,1,145,65.7,1,1
11514,8999,4,1,32332,1,125,54.3,1.2,1
11525,9899,2,1,9310,1,145,65.7,1,1
11526,10499,2,1,12289,1,145,65.7,1,1
11527,10799,2,1,34312,1,145,65.7,1,1
11528,10599,2,1,7363,1,145,55.4,1.1,1
11534,11799,2,1,15119,1,145,60.1,1,1
11536,12999,1,1,15263,1,145,55.4,1,1
11541,11200,2,1,16323,1,145,65.7,1,1
11542,13200,2,0,16466,1,145,54.3,1,1
11554,10299,3,1,21152,1,145,65.7,1,1
11555,9499,2,1,15567,1,145,64.2,1.1,1
11556,9399,3,1,18401,1,145,65.7,1,1
11557,13399,1,1,7990,1,145,56.5,1,1
11563,13299,2,1,8207,1,145,58.9,1,1
11564,12699,1,1,10735,1,145,58.9,1,1
11568,14300,1,1,14711,1,145,58.9,1,1
11571,9490,4,1,23698,1,20,62.8,1,1
11573,12990,1,1,3497,1,145,55.4,1.1,1
11574,12340,2,1,4103,1,145,58.9,1,1
11576,19990,0,1,2629,1,145,55.4,1,1
11579,13800,1,1,10521,1,145,55.4,1,1
11580,15290,1,1,7512,1,145,60.1,1,1
11587,15190,1,1,1678,1,145,60.1,1,1
11589,7721,6,1,66941,1,145,47.9,1.6,1
11590,5830,7,1,32179,1,30,54.3,1.2,1
11592,5990,7,1,45055,1,30,54.3,1.2,1
11594,10790,3,1,17764,1,150,65.7,1,1
11598,11994,2,1,33651,1,145,65.7,1,1
11600,12290,1,1,1720,1,145,58.9,1,1
11603,8950,3,1,36246,1,145,65.7,1,1
11604,11810,2,1,6013,1,145,58.9,1,1
11605,10095,3,1,19469,1,145,65.7,1,1
11607,9495,5,1,42746,1,145,47.9,1.6,1
11609,11990,2,1,8146,1,150,65.7,1,1
11612,8495,3,1,23300,1,125,54.3,1.2,1
11613,9495,7,1,30000,1,150,47.9,1.6,1
11614,6000,7,1,35000,1,30,54.3,1.2,1
11617,13199,1,1,1659,1,145,48.7,1.1,1
11622,15499,1,1,6739,1,145,60.1,1,1
11623,10699,2,1,25139,1,145,56.5,1,1
11624,16299,1,1,2452,1,145,40.3,1.5,1
11629,13500,1,1,9565,1,145,55.4,1,1
11633,11490,2,1,23884,1,145,65.7,1,1
11635,8990,4,1,36293,1,20,62.8,1,1
11637,10990,3,1,10427,1,145,65.7,1,1
11638,13800,1,1,11425,1,145,55.4,1,1
11639,13499,2,1,5238,1,145,61.4,1,1
11642,11999,1,1,17115,1,145,58.9,1,1
11650,10590,2,1,7100,1,145,65.7,1,1
11652,15299,1,1,6283,1,145,60.1,1,1
11656,13699,2,1,14173,1,145,58.9,1,1
11659,12500,2,1,12411,1,145,62.8,1,1
11662,14999,1,1,9101,1,145,58.9,1,1
11663,15199,1,1,7124,1,145,55.4,1,1
11671,15399,1,1,281,1,145,58.9,1,1
11674,8989,3,1,8867,1,145,54.3,1.2,1
11679,14599,1,1,7036,1,145,58.9,1,1
11680,13799,1,1,14389,1,145,55.4,1,1
11681,8299,4,1,32332,1,125,54.3,1.2,1
11685,14000,1,1,4000,1,145,56.5,1,1
11692,9999,2,1,27500,1,145,65.7,1,1
11694,8999,2,1,25907,1,145,64.2,1.1,1
11695,9499,3,1,19893,1,145,65.7,1,1
11701,11699,2,1,6000,1,145,65.7,1,1
11704,18499,1,1,9100,1,145,40.3,1.5,1
11705,15699,0,1,50,1,145,56.5,1,1
11706,15199,0,1,50,1,145,56.5,1,1
11707,14499,1,1,8721,1,145,58.9,1,1
11708,12399,2,1,11028,1,145,56.5,1,1
11709,13770,2,1,8087,1,145,58.9,1,1
11710,9999,2,1,27919,1,145,65.7,1,1
11711,12999,1,1,17500,1,145,56.5,1,1
11715,8594,3,1,14899,1,125,54.3,1.2,1
11720,13199,1,1,7343,1,145,58.9,1,1
11721,10999,2,1,18800,1,145,65.7,1,1
11722,14199,1,1,13353,1,145,58.9,1,1
11730,12500,1,1,15000,1,145,56.5,1,1
11733,20750,1,1,2000,1,145,40.3,1.5,1
11736,11550,2,1,13921,1,150,65.7,1,1
11740,11100,2,1,5974,1,145,65.7,1,1
11741,11495,2,1,4505,1,145,58.9,1,1
11751,15250,2,1,14108,1,145,62.8,1,1
11752,12700,2,1,9900,1,145,57.7,1,1
11755,10500,2,1,13106,1,150,55.4,1.1,1
11756,14500,2,1,17626,1,150,62.8,1,1
11770,12299,2,1,5161,1,145,65.7,1,1
11776,10990,2,1,9798,1,150,65.7,1,1
11780,9995,2,1,29582,1,145,65.7,1,1
11781,8650,3,1,16509,1,145,54.3,1.2,1
11789,16999,0,1,12,1,145,56.5,1,1
11790,10099,2,1,2290,1,145,65.7,1,1
11793,11199,3,1,2942,1,145,65.7,1,1
11794,7599,4,1,32332,1,125,54.3,1.2,1
11797,9900,2,1,32423,1,145,65.7,1,1
11798,10350,2,1,33564,1,145,65.7,1,1
11799,9600,2,1,28822,1,145,65.7,1,1
11804,11100,2,1,17742,1,145,62.8,1,1
11811,8500,3,1,25469,1,125,54.3,1.2,1
11812,13950,2,1,1700,1,145,58.9,1,1
11820,15200,1,1,7809,1,145,58.9,1,1
11821,15299,1,1,7221,1,145,58.9,1,1
11822,12899,1,1,7949,1,145,56.5,1,1
11825,16499,1,1,7683,1,145,58.9,1,1
11833,12000,2,1,9749,1,145,65.7,1,1
11839,9290,2,1,21454,1,145,65.7,1,1
11840,16200,1,1,11096,1,150,55.4,1,1
11845,9000,3,1,19470,1,145,64.2,1.1,1
11848,10991,3,1,5244,1,150,62.8,1,1
11851,9900,2,1,33996,1,145,65.7,1,1
11859,10699,2,1,7487,1,145,65.7,1,1
11860,11000,2,1,16104,1,145,65.7,1,1
11866,13500,1,1,5022,1,145,58.9,1,1
11868,11299,2,1,25979,1,145,65.7,1,1
11872,8599,4,1,33589,1,20,62.8,1,1
11874,12699,1,1,2420,1,145,48.7,1.1,1
11879,14500,0,1,18,1,145,56.5,1,1
11880,11900,2,1,9003,1,145,58.9,1,1
11886,10500,3,1,22578,1,145,65.7,1,1
11890,15500,1,1,4293,1,145,60.1,1,1
11897,12000,1,1,4377,1,145,58.9,1,1
11899,14000,2,1,4096,1,145,58.9,1,1
11902,10500,3,1,7362,1,145,65.7,1,1
11903,12750,2,1,3391,1,145,56.5,1,1
11904,16000,1,1,11,1,145,58.9,1,1
11905,11350,2,1,12588,1,145,60.1,1,1
11909,10995,4,0,4000,1,145,47.9,1.6,1
11912,22495,1,1,8000,1,145,40.3,1.5,1
11915,13995,5,1,29865,1,150,47.9,1.6,1
11924,12000,2,1,11444,1,150,62.8,1,1
11929,6987,5,1,25535,1,30,54.3,1.2,1
11940,13000,1,1,6207,1,150,56.5,1,1
11941,11500,1,1,20450,0,150,58.9,1.5,1
11945,11000,2,1,19800,1,150,65.7,1,1
11946,11000,2,1,18000,1,150,65.7,1,1
11947,13200,2,1,8095,1,150,58.9,1,1
11948,11000,2,1,10177,1,150,65.7,1,1
11952,13400,1,1,3440,1,150,56.5,1,1
11957,11000,2,1,9540,1,145,65.7,1,1
11961,11250,2,1,14900,1,145,65.7,1,1
11971,11700,2,1,11552,1,145,65.7,1,1
11972,11500,2,1,17500,1,145,62.8,1,1
11973,11100,2,1,15145,1,145,65.7,1,1
11974,9200,3,1,8081,1,150,54.3,1.2,1
11975,9500,3,1,11279,1,150,65.7,1,1
11977,10000,3,1,14858,1,150,65.7,1,1
11979,9500,2,1,21590,1,145,65.7,1,1
11982,12300,1,1,60,1,145,58.9,1,1
11983,11000,2,1,28528,1,145,65.7,1,1
11992,8232,4,1,27325,1,125,54.3,1.2,1
11994,17500,1,1,6200,1,145,40.3,1.5,1
11995,15000,2,1,3973,1,145,60.1,1,1
12000,15800,1,1,6469,1,145,55.4,1,1
12001,15300,1,1,9231,1,145,60.1,1,1
12002,15700,1,1,5250,1,145,60.1,1,1
12004,13500,1,1,6241,1,145,56.5,1,1
12009,11490,2,1,34575,1,145,65.7,1,1
12010,13200,3,1,5924,1,150,47.9,1.6,1
12011,10990,3,1,11000,1,150,65.7,1,1
12014,12995,1,0,11148,1,145,65.7,1,1
12016,13690,1,1,8514,1,145,56.5,1,1
12017,9690,3,1,11197,1,125,54.3,1.2,1
12019,10690,2,1,33811,1,145,65.7,1,1
12020,10068,2,1,29907,1,145,65.7,1,1
12022,8990,3,1,35401,1,150,65.7,1,1
12023,11800,2,1,17309,1,145,61.4,1,1
12026,10000,2,1,9670,1,145,65.7,1,1
12027,9600,2,1,11266,1,145,64.2,1.1,1
12031,11200,3,1,7678,1,145,65.7,1,1
12033,10900,2,1,9417,1,145,65.7,1,1
12035,9990,4,1,23730,1,20,62.8,1,1
12039,12800,2,1,4103,1,145,58.9,1,1
12041,17760,0,1,5,1,145,58.9,1,1
12042,17000,1,1,5401,1,145,60.1,1,1
12044,12290,2,1,32877,1,145,65.7,1,1
12046,9990,2,1,15868,1,145,64.2,1.1,1
12050,15995,1,1,1044,1,145,60.1,1,1
12057,7990,3,1,11240,1,150,54.3,1.2,1
12058,14990,1,1,1637,1,145,56.5,1,1
12078,14600,1,1,11273,1,145,60.1,1,1
12079,14990,1,1,11719,1,145,60.1,1,1
12081,11990,1,1,19309,0,145,88.3,1.5,1
12082,10990,3,1,13432,1,145,62.8,1,1
12083,15490,1,1,8512,1,145,60.1,1,1
12086,9490,3,1,12000,1,145,64.2,1.1,1
12089,13490,2,0,12600,1,145,48.7,1,1
12094,17799,1,1,1058,1,145,58.9,1,1
12096,18999,0,1,1323,1,145,40.3,1.5,1
12097,6500,5,1,41995,1,125,54.3,1.2,1
12104,10995,4,1,22000,1,145,47.9,1.6,1
12117,11700,2,1,19156,1,145,61.4,1,1
12119,15990,1,1,8248,1,150,55.4,1,1
12132,13750,1,1,5307,1,145,58.9,1,1
12133,9500,2,1,17066,1,145,64.2,1.1,1
12142,8995,5,1,30200,1,20,62.8,1,1
12150,14970,1,1,4061,1,150,60.1,1,1
12151,18970,1,1,10540,1,150,40.3,1.5,1
12152,15470,1,1,3888,1,145,58.9,1,1
12159,10370,2,1,34292,1,150,65.7,1,1
12160,10270,3,1,12741,1,150,65.7,1,1
12164,10990,2,1,15650,1,145,65.7,1,1
12167,8990,3,1,19000,1,145,65.7,1,1
12170,12490,2,1,7250,1,145,65.7,1,1
12179,11490,2,1,17050,1,145,65.7,1,1
12181,10990,2,1,8700,1,145,65.7,1,1
12182,8295,4,1,10981,1,125,54.3,1.2,1
12195,12870,2,1,10119,1,145,58.9,1,1
